village_code,api_village_name,diskominfo_village_name,odj_village_name,api_postal_code,diskominfo_postal_code,odj_postal_code,diskominfo_vs_open_data_jabar,api_vs_diskominfo,api_vs_odj,comparison_status,postal_review_required,name_difference,note
32.09.25.2002,Pangurangan Kulon (Panguragan Kulon),PANGURANGAN KULON,PANGURANGAN KULON,45163,45663,45163,different,different,match,api_matches_odj,yes,yes,
32.09.25.2003,Pangurangan Wetan (Panguragan Wetan),PANGURANGAN WETAN,PANGURANGAN WETAN,45163,45663,45163,different,different,match,api_matches_odj,yes,yes,
32.09.25.2004,Pangurangan Lor (Panguragan Lor),PANGURANGAN LOR,PANGURANGAN LOR,45163,45663,45163,different,different,match,api_matches_odj,yes,yes,
32.09.25.2005,Pangurangan (Panguragan),PANGURANGAN,PANGURANGAN,45163,45663,45163,different,different,match,api_matches_odj,yes,yes,
32.09.25.2006,Gujeg,GUJEG,GUJEG,45163,45663,45163,different,different,match,api_matches_odj,yes,no,
32.09.25.2007,Lemahtamba,LEMAHTAMBA,LEMAHTAMBA,45163,45663,45163,different,different,match,api_matches_odj,yes,no,
32.09.25.2008,Karanganyar,KARANGANYAR,KARANGANYAR,45163,45663,45163,different,different,match,api_matches_odj,yes,no,
32.09.25.2009,Kroya,KROYA,KROYA,45163,45663,45163,different,different,match,api_matches_odj,yes,no,
32.09.26.2004,Budur,BUDUR,BUDUR,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2005,Babakan,BABAKAN,BABAKAN,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2006,Ciwaringin,CIWARINGIN,CIWARINGIN,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2007,Gintungranjeng,GINTUNGRANJENG,GINTUNGRANJENG,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2008,Gintung Kidul,GINTUNG KIDUL,GINTUNG KIDUL,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2009,Gintung Tengah,GINTUNG TENGAH,GINTUNG TENGAH,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2010,Bringin,BRINGIN,BRINGIN,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.26.2011,Galagamba,GALAGAMBA,GALAGAMBA,45167,45667,45167,different,different,match,api_matches_odj,yes,no,
32.09.27.2001,Tangkil,TANGKIL,TANGKIL,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2002,Wiyong,WIYONG,WIYONG,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2003,Kedongdong,KEDONGDONG,KEDONGDONG,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2004,Gintung Lor,GINTUNG LOR,GINTUNG LOR,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2005,Bojong Kulon,BOJONG KULON,BOJONG KULON,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2006,Kejiwan,KEJIWAN,KEJIWAN,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2007,Susukan,SUSUKAN,SUSUKAN,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2008,Luwung Kencana,LUWUNG KENCANA,LUWUNG KENCANA,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2009,Bunder,BUNDER,BUNDER,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2010,Jatipura,JATIPURA,JATIPURA,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2011,Ujunggebang,UJUNGGEBANG,UJUNGGEBANG,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.27.2012,Jatianom,JATIANOM,JATIANOM,45166,45666,45166,different,different,match,api_matches_odj,yes,no,
32.09.28.2001,Kedungdalem,KEDUNGDALEM,KEDUNGDALEM,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2002,Panunggul,PANUNGGUL,PANUNGGUL,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2003,Gegesik Wetan,GEGESIK WETAN,GEGESIK WETAN,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2004,Gegesik Kidul,GEGESIK KIDUL,GEGESIK KIDUL,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2005,Gegesik Lor,GEGESIK LOR,GEGESIK LOR,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2006,Gegesik Kulon,GEGESIK KULON,GEGESIK KULON,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2007,Slendra,SLENDRA,SLENDRA,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2008,Jagapura Kidul,JAGAPURA KIDUL,JAGAPURA KIDUL,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2009,Jagapura Wetan,JAGAPURA WETAN,JAGAPURA WETAN,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2010,Jagapura Kulon,JAGAPURA KULON,JAGAPURA KULON,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2011,Jagapura Lor,JAGAPURA LOR,JAGAPURA LOR,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2012,Sibubut,SIBUBUT,SIBUBUT,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2013,Bayalangu Lor,BAYALANGU LOR,BAYALANGU LOR,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.28.2014,Bayalangu Kidul,BAYALANGU KIDUL,BAYALANGU KIDUL,45164,45664,45164,different,different,match,api_matches_odj,yes,no,
32.09.29.2001,Kalideres,KALIDERES,KALIDERES,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2002,Prajawinangun Kulon,PRAJAWINANGUN KULON,PRAJAWINANGUN KULON,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2003,Prajawinangun Wetan,PRAJAWINANGUN WETAN,PRAJAWINANGUN WETAN,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2004,Ujungsemi,UJUNGSEMI,UJUNGSEMI,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2005,Wargabinangun,WARGABINANGUN,WARGABINANGUN,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2006,Kaliwedi Lor,KALIWEDI LOR,KALIWEDI LOR,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2007,Kaliwedi Kidul,KALIWEDI KIDUL,KALIWEDI KIDUL,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2008,Guwa Kidul,GUWA KIDUL,GUWA KIDUL,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.29.2009,Guwa Lor,GUWA LOR,GUWA LOR,45165,45665,45165,different,different,match,api_matches_odj,yes,no,
32.09.30.2001,Dompyong Kulon,DOMPYONG KULON,DOMPYONG KULON,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2002,Dompyong Wetan,DOMPYONG WETAN,DOMPYONG WETAN,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2003,Kalimekar,KALIMEKAR,KALIMEKAR,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2004,Kalimoro (Kalimaro),KALIMORO,KALIMORO,45190,45694,45191,different,different,different,api_differs_available_sources,yes,yes,API postal code differs from every available source postal code.
32.09.30.2005,Gagasari,GAGASARI,GAGASARI,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2006,Kalipasung,KALIPASUNG,KALIPASUNG,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2007,Gebang Kulon,GEBANG KULON,GEBANG KULON,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2008,Gebang,GEBANG,GEBANG,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.30.2013,Melakasari,MELAKASARI,MELAKASARI,45190,45694,45191,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.31.2001,Cikeduk,CIKEDUK,CIKEDUK,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2002,Warujaya,WARUJAYA,WARUJAYA,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2003,Warukawung,WARUKAWUNG,WARUKAWUNG,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2004,Warugede,WARUGEDE,WARUGEDE,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2005,Waruroyom,WARUROYOM,WARUROYOM,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2006,Depok,DEPOK,DEPOK,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2007,Kasugengan Kidul,KASUGENGAN KIDUL,KASUGENGAN KIDUL,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2008,Kasugengan Lor,KASUGENGAN LOR,KASUGENGAN LOR,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2009,Keduanan,KEDUANAN,KEDUANAN,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2010,Kejuden,KEJUDEN,KEJUDEN,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2011,Getasan,GETASAN,GETASAN,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.31.2012,Karangwangi,KARANGWANGI,KARANGWANGI,45155,45641,45155,different,different,match,api_matches_odj,yes,no,
32.09.32.2001,Tonjong,TONJONG,TONJONG,45187,45697,45187,different,different,match,api_matches_odj,yes,no,
32.09.32.2002,Tanjunganom (Tanjung Anom),TANJUNGANOM,TANJUNGANOM,45187,45697,45187,different,different,match,api_matches_odj,yes,yes,
32.09.32.2003,Cilengkrang Girang,CILENGKRANG GIRANG,CILENGKRANG GIRANG,45187,45697,45187,different,different,match,api_matches_odj,yes,no,
32.09.32.2004,Cilengkrang,CILENGKRANG,CILENGKRANG,45187,45697,45187,different,different,match,api_matches_odj,yes,no,
32.09.32.2005,Pasaleman,PASALEMAN,PASALEMAN,45187,45697,45187,different,different,match,api_matches_odj,yes,no,
32.09.32.2007,Cigobang,CIGOBANG,CIGOBANG,45187,45697,45187,different,different,match,api_matches_odj,yes,no,
32.09.33.2001,Sukadana,SUKADANA,SUKADANA,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.33.2002,Pabuaran Kidul,PABUARAN KIDUL,PABUARAN KIDUL,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.33.2003,Pabuaran Wetan,PABUARAN WETAN,PABUARAN WETAN,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.33.2004,Pabuaran Lor,PABUARAN LOR,PABUARAN LOR,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.33.2005,Jatirenggang,JATIRENGGANG,JATIRENGGANG,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.33.2006,Hulubanteng,HULUBANTENG,HULUBANTENG,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.33.2007,Hulubanteng Lor,HULUBANTENG LOR,HULUBANTENG LOR,45194,45696,45188,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2001,Seuseupan,SEUSEUPAN,SEUSEUPAN,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2002,Blender,BLENDER,BLENDER,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2003,Sumurkondang,SUMURKONDANG,SUMURKONDANG,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2004,Kubangdeleg,KUBANGDELEG,KUBANGDELEG,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2005,Jatipiring,JATIPIRING,JATIPIRING,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2006,Karanganyar,KARANGANYAR,KARANGANYAR,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2007,Karangwangi,KARANGWANGI,KARANGWANGI,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2008,Karangwareng,KARANGWARENG,KARANGWARENG,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.34.2009,Karangasem,KARANGASEM,KARANGASEM,45184,45695,45186,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2001,Palir,PALIR,PALIR,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2002,Astapada,ASTAPADA,ASTAPADA,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2003,Gesik,GESIK,GESIK,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2004,Kemlakagede,KEMLAKAGEDE,KEMLAKAGEDE,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2005,Dawuan,DAWUAN,DAWUAN,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2007,Kalibaru,KALIBARU,KALIBARU,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.35.2008,Kalitengah,KALITENGAH,KALITENGAH,45168,45642,45153,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.36.2001,Tegalsari,TEGALSARI,TEGALSARI,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.36.2002,Kaliwulu,KALIWULU,KALIWULU,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.36.2003,Panembahan,PANEMBAHAN,PANEMBAHAN,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.36.2004,Trusmi Wetan,TRUSMI WETAN,TRUSMI WETAN,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.36.2005,Trusmi Kulon,TRUSMI KULON,TRUSMI KULON,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.36.2006,Wotgali,WOTGALI,WOTGALI,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.36.2010,Pangkalan,PANGKALAN,PANGKALAN,45154,45654,45154,different,different,match,api_matches_odj,yes,no,
32.09.37.2001,Cikeusal,CIKEUSAL,CIKEUSAL,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2002,Palimanan Barat,PALIMANAN BARAT,PALIMANAN BARAT,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2003,Kedungbunder,KEDUNGBUNDER,KEDUNGBUNDER,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2004,Cupang,CUPANG,CUPANG,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2005,Gempol,GEMPOL,GEMPOL,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2006,Walahar,WALAHAR,WALAHAR,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2007,Kempek,KEMPEK,KEMPEK,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.37.2008,Winong,WINONG,WINONG,45161,45668,45161,different,different,match,api_matches_odj,yes,no,
32.09.39.2001,,SAMBENG,SAMBENG,,45659,45151,different,missing_in_api,missing_in_api,missing_in_api,yes,yes,Government-source village code was not returned by the API search.
32.09.39.2002,,SIRNABAYA,SIRNABAYA,,45659,45151,different,missing_in_api,missing_in_api,missing_in_api,yes,yes,Government-source village code was not returned by the API search.
32.09.39.2003,Muara,MUARA,MUARA,45150,45659,45152,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
32.09.39.2004,Purwawinangun,PURWAWINANGUN,PURWAWINANGUN,45150,45659,45152,different,different,different,api_differs_available_sources,yes,no,API postal code differs from every available source postal code.
